Date,Open,High,Low,Close,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2023-01-03,128.46817802573926,129.07955079083166,122.44314998227297,123.33063507080078,112117500
2023-01-04,125.12532731236189,126.87071595607891,123.34050157319417,124.60269927978516,89113600
2023-01-05,125.3619828345772,125.9930816643783,123.02494756660151,123.28132629394531,80962700
2023-01-06,124.25756397513359,128.47803270861587,123.15313725839339,127.81735229492188,87754700
2023-01-09,128.65553802002677,131.55465346679887,128.08360234953716,128.33998107910156,70790800
2023-01-10,128.44844617850507,129.43453900512318,126.33820813140562,128.9119110107422,63896200
2023-01-11,129.42470644063985,131.65327120715185,128.64569958998982,131.63356018066406,69458900
2023-01-12,132.01813716022232,132.39284227281698,129.6120678053339,131.55467224121094,71379600
2023-01-13,130.19386494625152,133.0436732754904,129.82901533053348,132.88589477539062,57809700
2023-01-17,132.95492042575748,135.38070076927318,132.26465833803292,134.0494842529297,63646600
2023-01-18,134.91726132660978,136.682361304903,133.15214630173037,133.32965087890625,69672800
2023-01-19,132.21535608370812,134.3551761664197,131.90966964997585,133.38880920410156,58280400
2023-01-20,133.3986594670003,136.10055969629155,132.3534032973474,135.95263671875,80223600
2023-01-23,136.19914460303502,141.32683964763805,135.9822029643826,139.14756774902344,81760300
2023-01-24,138.35870860544603,141.1690797184196,138.34885309206118,140.54783630371094,66435100
2023-01-25,138.93063463423644,140.44921115138996,136.87955949987148,139.88714599609375,65799300
2023-01-26,141.17892492583348,142.24390711048304,139.9265826744515,141.95794677734375,54105100
2023-01-27,141.16907645645273,145.18246711281154,141.09018721144076,143.90054321289062,70555800
2023-01-30,142.94400936579723,143.52580046777817,140.86335309483502,141.01126098632812,64015300
2023-01-31,140.71545632636276,142.3326481092963,140.301299106578,142.28334045410156,65874500
2023-02-01,141.967813832125,144.57109881294525,139.35467333783802,143.40750122070312,77663600
2023-02-02,146.82925275349945,149.07754375931228,146.10940902226113,148.72256469726562,118339000
2023-02-03,145.97135602457382,155.19133225252133,145.7741404197881,152.35137939453125,154357300
2023-02-06,150.4482332133508,150.97086135861267,148.6831181180358,149.61990356445312,69858300
2023-02-07,148.54504029445562,153.07120329051187,148.54504029445562,152.499267578125,83322600
2023-02-08,151.73998447588093,152.43024651571073,149.0676660222592,149.80723571777344,64120100
2023-02-09,151.64136936063508,152.1837234806971,148.32809651858278,148.77183532714844,56007100
2023-02-10,147.60647199630503,149.46314684794623,147.36944294161282,149.13723754882812,57450700
2023-02-13,149.07800220373113,152.3469510828992,149.0483754519819,151.94204711914062,62199000
2023-02-14,150.23348636384839,151.8630330104811,148.98911761787627,151.3000946044922,61707600
2023-02-15,151.21123154980276,153.57159174620645,150.9840880773076,153.40370178222656,65573800
2023-02-16,151.60624021713144,154.39127521881363,151.44823591009165,151.80377197265625,68167900
2023-02-17,150.46064065840176,151.10257366904202,148.97924287733272,150.6581573486328,59144100
2023-02-21,148.33729678255915,149.4236611977066,146.56950203742764,146.6386260986328,58867200
2023-02-22,147.0237810788301,148.09038924690807,145.33499611487431,147.06329345703125,51011300
2023-02-23,148.22865607328114,148.47555569965527,145.4140093743504,147.54721069335938,48394200
2023-02-24,145.28561258669828,145.36462227322275,143.91285130614398,144.8905792236328,55469600
2023-02-27,145.8781840387877,147.32006943922315,145.6213987790375,146.0855712890625,44998500
2023-02-28,145.22635786930326,147.23118155565606,145.00908500057525,145.58189392089844,50547000
2023-03-01,145.00907308036537,145.4041064076396,143.21163678129003,143.50791931152344,55479000
2023-03-02,142.58948505088003,144.8905915062189,142.11542689154663,144.1005096435547,52238100
2023-03-03,146.20408774818284,149.236022634522,145.50290119247913,149.15701293945312,70732300
2023-03-06,151.88277460629178,154.36165661510182,151.55688034550414,151.9222869873047,87558000
2023-03-07,151.79390348554702,152.11981283549997,149.25578289163562,149.71995544433594,56182000
2023-03-08,150.91492862836495,151.56674727343432,149.9470862905562,150.97418212890625,47204800
2023-03-09,151.65562670311525,152.62346903568368,148.3669218148619,148.7224578857422,53833600
2023-03-10,148.3472018339828,149.06814463866203,145.77943928176788,146.6584014892578,68572400
2023-03-13,145.97694231528436,151.2408445051467,145.86830586973156,148.6039581298828,84457100
2023-03-14,149.4039106364519,151.49761478500946,148.23855155589501,150.69766235351562,73695900
2023-03-15,149.31504702106903,151.34949789320206,148.06079247647403,151.0927276611328,77167900
2023-03-16,150.27301025301884,154.51968735037045,149.7594547490333,153.91725158691406,76161100
2023-03-17,154.1443669167137,154.79618550631548,152.3666867039617,153.0777587890625,98944600
2023-03-20,153.14692183341302,155.86281797805782,152.23831786199295,155.44801330566406,73641400
2023-03-21,155.36901795458434,157.42320976774403,154.59867718770118,157.30470275878906,73938300
2023-03-22,157.32442093360527,160.12919664454506,155.852893959913,155.87265014648438,75701800
2023-03-23,156.86029458739586,159.54656410725272,155.72454710395584,156.95904541015625,67622100
2023-03-24,156.88991856429575,158.35156031348998,155.89244937558198,158.26268005371094,59196500
2023-03-27,157.95651005912973,158.77621864094067,155.9121738846932,156.3170928955078,52390300
2023-03-28,156.0109239824416,156.5244793815335,154.045597696947,155.69488525390625,45992200
2023-03-29,157.39359791374972,159.05277154396305,157.37385679009435,158.7762451171875,51305700
2023-03-30,159.5268183622626,160.45516356045198,159.27004812279844,160.34652709960938,49501700
2023-03-31,160.42551172065657,162.95376161088404,159.90208569195596,162.85499572753906,68749800
2023-04-03,162.23280658606208,164.22774466628186,162.18342364813336,164.10923767089844,56976200
2023-04-04,164.53393008377392,164.77094409936112,163.06240276891677,163.57595825195312,46278300
2023-04-05,162.69699871298138,163.00315186770885,159.79345641920935,161.72914123535156,51511700
2023-04-06,160.41564039126865,162.91427882271006,159.99098020805553,162.6179962158203,45390100
2023-04-10,159.41814841731897,160.0205841064453,158.09477004106023,160.0205841064453,47716900
2023-04-11,160.33661250261622,160.34648306196001,158.5194199230912,158.8058319091797,47644200
2023-04-12,159.22063801456596,160.05021717246308,157.79849370413785,158.11453247070312,50133100
2023-04-13,159.62556544083142,163.74384976611952,159.4181631056541,163.50682067871094,68445600
2023-04-14,162.5488571823505,164.2574136863755,161.7884170766324,163.1611785888672,49386500
2023-04-17,163.04264500551295,163.33892759169828,161.99579292794192,163.180908203125,41516200
2023-04-18,164.04012619342146,165.33387789076258,163.5956947875371,164.40553283691406,49923000
2023-04-19,163.74384033117565,166.0745734796078,163.4870550672227,165.5511474609375,47720200
2023-04-20,164.03022972696172,165.78815383509277,163.50680373238094,164.58328247070312,52456400
2023-04-21,163.00316801512196,164.38580016361834,162.4501151557234,162.97354125976562,58337300
2023-04-24,162.95376899838274,163.54633418620037,161.85753394961128,163.27967834472656,41949600
2023-04-25,163.1413863693782,164.24749178401862,161.69948603710247,161.73899841308594,48714100
2023-04-26,161.0378252295865,163.23029532612622,160.78105501874768,161.72914123535156,45498800
2023-04-27,163.1413887265841,166.46959064736794,163.1413887265841,166.3214569091797,64902300
2023-04-28,166.40048449959994,167.74361912541863,165.79804878354395,167.57571411132812,55275900
2023-05-01,167.180693761707,168.33618234272492,166.54863124552048,167.48684692382812,52472900
2023-05-02,167.98062504743248,168.237410301642,165.46224586153255,166.44984436035156,48425700
2023-05-03,167.39796271242133,168.80035091617836,165.08698560494395,165.37338256835938,65136000
