Date,Open,High,Low,Close,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2023-01-01,128.46818409586913,145.18245603917865,122.44315576771986,142.28334045410156,1443652500
2023-02-01,141.96779292441826,155.191302036567,139.35465281497048,145.35995483398438,1307198900
2023-03-01,145.0090976709294,162.95376161088404,142.115426067972,162.85499572753906,1520266600
2023-04-01,162.2328026561513,167.7436038513408,157.7984801617698,167.57569885253906,969776400
2023-05-01,167.18070200207802,177.1258278631898,162.2723353963361,175.05186462402344,1275364700
2023-06-01,175.7389952668498,192.33381899614628,174.97748834778733,191.82945251464844,1297383300
2023-07-01,191.64157066011188,196.04246038023788,184.5408116427585,194.2821044921875,996114000
2023-08-01,194.0744118675027,194.55899484699341,170.06235341186905,185.79676818847656,1322657800
2023-09-01,187.65193663781466,188.13717392605466,165.99406718628228,169.54925537109375,1337823000
2023-10-01,169.55918794053392,180.5713204515167,164.06301924637233,169.11355590820312,1172816900
2023-11-01,169.34130083930168,191.0585726937646,168.46983199953323,188.10748291015625,1099651600
2023-12-01,188.7321533810381,197.9441558027244,185.87632656418353,190.91368103027344,1063181200
2024-01-01,185.5788110820551,194.73133323529925,178.6574146047942,182.85189819335938,1187490800
2024-02-01,182.445348520342,189.4460750634925,177.74513694161695,179.2325439453125,1161553500
2024-03-01,178.26982344379977,179.24283186682777,167.2886829339274,170.25735473632812,1433151800
2024-04-01,169.96942364531677,177.0882999753217,162.9101170933881,169.1155548095703,1246144100
2024-05-01,168.3709096147525,191.62392501930267,167.9042594661774,190.8792724609375,1336511300
2024-06-01,191.78440934091384,218.92653026340673,191.03874676156263,209.4019317626953,1717952100
2024-07-01,210.8634236542864,235.85803176169802,210.6944086298264,220.795654296875,1153099800
2024-08-01,223.07240039834096,231.57295638031437,194.86647693350847,227.67562866210938,1122667000
2024-09-01,227.491241512978,232.01020320771508,212.92901036140705,231.92062377929688,1232097700
2024-10-01,228.45677246402784,236.38985333507358,220.30470950913585,224.86349487304688,930736000
2024-11-01,219.94634810487003,236.70833242924448,218.6921905772427,236.23056030273438,891588300
2024-12-01,236.4306872176453,259.17993037902727,236.32107572259127,249.53416442871094,977916100
2025-01-01,248.04944675902723,248.21885879426577,218.60398683275523,235.16519165039062,1200176400
2025-02-01,229.17643960307112,249.11565082105585,224.9016065202867,240.98451232910156,862272300
2025-03-01,241.19959932998503,243.43413525971957,207.9110858455405,221.58761596679688,1115239500
2025-04-01,219.27327313828556,224.6401413119672,168.7968355943887,211.9811248779297,1607318600
2025-05-01,208.56947320319304,214.0360879537139,192.77812484948234,200.3595733642578,1195728200
2025-06-01,200.0529525757105,207.15489297707504,194.84886739578616,204.93740844726562,1100409300
2025-07-01,206.435712652381,215.98487279390304,205.90631469100103,207.33470153808594,1079935600
2025-08-01,210.6309536420719,234.85346392847688,201.27158031796307,231.87684631347656,1218079100
2025-09-01,229.25,241.32000732421875,225.9499969482422,238.99000549316406,716674701
