Date,High,Low,Open,Close,Volume,Adj Close
20/5/2020,79.87999725,79.12999725,79.16999817,79.80750275,111504800,79.15476227
21/5/2020,80.22250366,78.96749878,79.66500092,79.21250153,102688800,78.56462097
22/5/2020,79.80750275,78.83750153,78.94249725,79.72250366,81803200,79.07045746
26/5/2020,81.05999756,79.125,80.875,79.18250275,125522000,78.53487396
27/5/2020,79.67749786,78.27249908,79.03500366,79.52749634,112945200,78.87703705
28/5/2020,80.86000061,78.90750122,79.19249725,79.5625,133560800,78.91175079
29/5/2020,80.28749847,79.11750031,79.8125,79.48500061,153532400,78.8348999
1/6/2020,80.58750153,79.30249786,79.4375,80.46250153,80791200,79.80439758
2/6/2020,80.86000061,79.73249817,80.1875,80.83499908,87642800,80.17384338
3/6/2020,81.55000305,80.57499695,81.16500092,81.27999878,104491200,80.61521149
4/6/2020,81.40499878,80.19499969,81.09750366,80.58000183,87560400,79.92094421
5/6/2020,82.9375,80.80750275,80.83750153,82.875,137250400,82.19717407
8/6/2020,83.40000153,81.83000183,82.5625,83.36499786,95654400,82.68315125
9/6/2020,86.40249634,83.00250244,83.03500366,85.99749756,147712400,85.29412842
10/6/2020,88.69249725,86.52249908,86.97499847,88.20999908,166651600,87.48853302
11/6/2020,87.76499939,83.87000275,87.32749939,83.97499847,201662400,83.28816986
12/6/2020,86.94999695,83.55500031,86.18000031,84.69999695,200146000,84.00723267
15/6/2020,86.41999817,83.14499664,83.3125,85.74749756,138808800,85.0461731
16/6/2020,88.30000305,86.18000031,87.86499786,88.01999664,165428800,87.30008698
17/6/2020,88.84999847,87.77249908,88.78749847,87.89749908,114406400,87.17858887
18/6/2020,88.36250305,87.30500031,87.85250092,87.93250275,96820400,87.21330261
19/6/2020,89.13999939,86.28749847,88.66000366,87.43000031,264476000,86.71490479
22/6/2020,89.86499786,87.78749847,87.83499908,89.71749878,135445200,88.98370361
23/6/2020,93.09500122,90.56749725,91,91.63249969,212155600,90.88303375
24/6/2020,92.19750214,89.62999725,91.25,90.01499939,192623200,89.27877045
25/6/2020,91.25,89.39250183,90.17500305,91.20999908,137522400,90.46399689
26/6/2020,91.33000183,88.25499725,91.10250092,88.40750122,205256800,87.68441772
29/6/2020,90.54250336,87.81999969,88.3125,90.44499969,130646000,89.7052536
30/6/2020,91.49500275,90,90.01999664,91.19999695,140223200,90.45407867
1/7/2020,91.83999634,90.97750092,91.27999878,91.02749634,110737200,90.28298187
2/7/2020,92.61750031,90.91000366,91.96250153,91.02749634,114041600,90.28298187
6/7/2020,93.94499969,92.46749878,92.5,93.46250153,118655600,92.69807434
7/7/2020,94.65499878,93.05750275,93.85250092,93.17250061,112424400,92.41043854
8/7/2020,95.375,94.08999634,94.18000031,95.34249878,117092000,94.56269073
9/7/2020,96.31749725,94.67250061,96.26249695,95.75250244,125642800,94.96934509
10/7/2020,95.98000336,94.70500183,95.33499908,95.91999817,90257200,95.13547516
13/7/2020,99.95500183,95.25749969,97.26499939,95.47750092,191649200,94.69659424
14/7/2020,97.25499725,93.87750244,94.83999634,97.05750275,170989200,96.26367188
15/7/2020,99.24749756,96.48999786,98.98999786,97.72499847,153198000,96.92570496
16/7/2020,97.40499878,95.90499878,96.5625,96.52249908,110577600,95.73303986
17/7/2020,97.14749908,95.83999634,96.98750305,96.32749939,92186800,95.5396347
20/7/2020,98.5,96.0625,96.41750336,98.35749817,90318000,97.55303192
21/7/2020,99.25,96.74250031,99.17250061,97,103433200,96.20664215
22/7/2020,97.97499847,96.60250092,96.69249725,97.27249908,89001600,96.47690582
23/7/2020,97.07749939,92.01000214,96.99749756,92.84500122,197004400,92.08562469
24/7/2020,92.97000122,89.14499664,90.98750305,92.61499786,185438800,91.8575058
27/7/2020,94.90499878,93.48000336,93.70999908,94.80999756,121214000,94.03453827
28/7/2020,94.55000305,93.24749756,94.36750031,93.25250244,103625600,92.48978424
29/7/2020,95.23000336,93.71250153,93.75,95.04000092,90329200,94.26265717
30/7/2020,96.29750061,93.76750183,94.1875,96.19000244,158130000,95.40326691
31/7/2020,106.4150009,100.8249969,102.8850021,106.2600021,374336800,105.3909073
3/8/2020,111.6374969,107.8925018,108.1999969,108.9375,308151200,108.0465088
4/8/2020,110.7900009,108.3874969,109.1324997,109.6650009,173071600,108.7680588
5/8/2020,110.3925018,108.8974991,109.3775024,110.0625,121776800,109.1622925
6/8/2020,114.4124985,109.7975006,110.4049988,113.9024963,202428800,112.9708939
7/8/2020,113.6750031,110.2925034,113.2050018,111.1125031,198045600,110.40242
10/8/2020,113.7750015,110,112.5999985,112.7275009,212403600,112.0070953
11/8/2020,112.4824982,109.1074982,111.9700012,109.375,187902400,108.6760101
12/8/2020,113.2750015,110.2975006,110.4974976,113.0100021,165598000,112.2877884
13/8/2020,116.0425034,113.9274979,114.4300003,115.0100021,210082000,114.2750015
14/8/2020,115,113.0449982,114.8300018,114.9075012,165565200,114.1731644
17/8/2020,116.0875015,113.9625015,116.0625,114.6074982,119561600,113.8750687
18/8/2020,116,114.0074997,114.3525009,115.5625,105633600,114.8239746
19/8/2020,117.1624985,115.6100006,115.9824982,115.7074966,145538000,114.9680481
20/8/2020,118.3925018,115.7324982,115.75,118.2750015,126907200,117.5191422
21/8/2020,124.8675003,119.25,119.2624969,124.3700027,338054800,123.5751877
24/8/2020,128.7850037,123.9375,128.6974945,125.8574982,345937600,125.0531769
25/8/2020,125.1800003,123.0524979,124.6975021,124.8249969,211495600,124.0272827
26/8/2020,126.9925003,125.0824966,126.1800003,126.5224991,163022400,125.7139282
27/8/2020,127.4850006,123.8324966,127.1425018,125.0100021,155552400,124.2110977
28/8/2020,126.4424973,124.5774994,126.0124969,124.8075027,187630000,124.0098953
31/8/2020,131,126,127.5800018,129.0399933,225702700,128.2153473
1/9/2020,134.8000031,130.5299988,132.7599945,134.1799927,151948100,133.3224945
2/9/2020,137.9799957,127,137.5899963,131.3999939,200119000,130.560257
3/9/2020,128.8399963,120.5,126.9100037,120.8799973,257599600,120.1074829
4/9/2020,123.6999969,110.8899994,120.0699997,120.9599991,332607200,120.1869812
8/9/2020,118.9899979,112.6800003,113.9499969,112.8199997,231366600,112.098999
9/9/2020,119.1399994,115.2600021,117.2600021,117.3199997,176940500,116.5702362
10/9/2020,120.5,112.5,120.3600006,113.4899979,182274400,112.7647171
11/9/2020,115.2300034,110,114.5699997,112,180860300,111.2842407
14/9/2020,115.9300003,112.8000031,114.7200012,115.3600006,140150100,114.6227646
15/9/2020,118.8300018,113.6100006,118.3300018,115.5400009,184642000,114.8016205
16/9/2020,116,112.0400009,115.2300034,112.1299973,154679000,111.4134064
17/9/2020,112.1999969,108.7099991,109.7200012,110.3399963,178011000,109.6348495
18/9/2020,110.8799973,106.0899963,110.4000015,106.8399963,287104900,106.1572113
21/9/2020,110.1900024,103.0999985,104.5400009,110.0800018,195713800,109.3765106
22/9/2020,112.8600006,109.1600037,112.6800003,111.8099976,183055400,111.0954437
23/9/2020,112.1100006,106.7699966,111.6200027,107.1200027,150718700,106.4354324
24/9/2020,110.25,105,105.1699982,108.2200012,167743300,107.5284042
25/9/2020,112.4400024,107.6699982,108.4300003,112.2799988,149981400,111.562439
28/9/2020,115.3199997,112.7799988,115.0100021,114.9599991,137672400,114.2253113
29/9/2020,115.3099976,113.5699997,114.5500031,114.0899963,99382200,113.360878
30/9/2020,117.2600021,113.6200027,113.7900009,115.8099976,142675200,115.0698929
1/10/2020,117.7200012,115.8300018,117.6399994,116.7900009,116120400,116.0436249
2/10/2020,115.3700027,112.2200012,112.8899994,113.0199966,144712000,112.2977219
5/10/2020,116.6500015,113.5500031,113.9100037,116.5,106243800,115.7554779
6/10/2020,116.1200027,112.25,115.6999969,113.1600037,161498200,112.4368286
7/10/2020,115.5500031,114.1299973,114.6200027,115.0800018,96849000,114.3445587
8/10/2020,116.4000015,114.5899963,116.25,114.9700012,83477200,114.23526
9/10/2020,117,114.9199982,115.2799988,116.9700012,100506900,116.2224731
12/10/2020,125.1800003,119.2799988,120.0599976,124.4000015,240226800,123.6049957
13/10/2020,125.3899994,119.6500015,125.2699966,121.0999985,262330500,120.3260727
14/10/2020,123.0299988,119.6200027,121,121.1900024,150712000,120.4155121
15/10/2020,121.1999969,118.1500015,118.7200012,120.7099991,112559200,119.9385681
16/10/2020,121.5500031,118.8099976,121.2799988,119.0199966,115393800,118.2593689
19/10/2020,120.4199982,115.6600037,119.9599991,115.9800034,120639300,115.2388
20/10/2020,118.9800034,115.6299973,116.1999969,117.5100021,124423700,116.7590332
21/10/2020,118.7099991,116.4499969,116.6699982,116.8700027,89946000,116.1231232
22/10/2020,118.0400009,114.5899963,117.4499969,115.75,101988000,115.0102692
23/10/2020,116.5500031,114.2799988,116.3899994,115.0400009,82572600,114.3048172
26/10/2020,116.5500031,112.8799973,114.0100021,115.0500031,111850700,114.3147507
27/10/2020,117.2799988,114.5400009,115.4899979,116.5999985,92276800,115.8548431
28/10/2020,115.4300003,111.0999985,115.0500031,111.1999969,143937800,110.4893494
29/10/2020,116.9300003,112.1999969,112.3700027,115.3199997,146129200,114.5830231
30/10/2020,111.9899979,107.7200012,111.0599976,108.8600006,190272600,108.1643066
2/11/2020,110.6800003,107.3199997,109.1100006,108.7699966,122866900,108.0748825
3/11/2020,111.4899979,108.7300034,109.6600037,110.4400024,107624400,109.7342072
4/11/2020,115.5899963,112.3499985,114.1399994,114.9499969,138235500,114.2153854
5/11/2020,119.6200027,116.8700027,117.9499969,119.0299988,126387100,118.26931
6/11/2020,119.1999969,116.1299973,118.3199997,118.6900024,114457900,118.1349564
9/11/2020,121.9899979,116.0500031,120.5,116.3199997,154515300,115.7760315
10/11/2020,117.5899963,114.1299973,115.5500031,115.9700012,138023400,115.4276657
11/11/2020,119.6299973,116.4400024,117.1900024,119.4899979,112295000,118.9311981
12/11/2020,120.5299988,118.5699997,119.6200027,119.2099991,103162300,118.6525116
13/11/2020,119.6699982,117.8700027,119.4400024,119.2600021,81581900,118.7022781
16/11/2020,120.9899979,118.1500015,118.9199982,120.3000031,91183000,119.7374191
17/11/2020,120.6699982,118.9599991,119.5500031,119.3899994,74271000,118.8316727
18/11/2020,119.8199997,118,118.6100006,118.0299988,76322100,117.478035
19/11/2020,119.0599976,116.8099976,117.5899963,118.6399994,74113000,118.0851822
20/11/2020,118.7699966,117.2900009,118.6399994,117.3399963,73604300,116.7912598
23/11/2020,117.6200027,113.75,117.1800003,113.8499985,127959300,113.3175812
24/11/2020,115.8499985,112.5899963,113.9100037,115.1699982,113874200,114.6314087
25/11/2020,116.75,115.1699982,115.5500031,116.0299988,76499200,115.4873886
27/11/2020,117.4899979,116.2200012,116.5699997,116.5899963,46691300,116.0447617
30/11/2020,120.9700012,116.8099976,116.9700012,119.0500031,169410200,118.4932632
1/12/2020,123.4700012,120.0100021,121.0100021,122.7200012,127728200,122.1461029
2/12/2020,123.3700027,120.8899994,122.0199966,123.0800018,89004200,122.5044174
3/12/2020,123.7799988,122.2099991,123.5199966,122.9400024,78967600,122.3650742
4/12/2020,122.8600006,121.5199966,122.5999985,122.25,78260400,121.6783066
7/12/2020,124.5699997,122.25,122.3099976,123.75,86712000,123.1712875
8/12/2020,124.9800034,123.0899963,124.3700027,124.3799973,82225500,123.7983398
9/12/2020,125.9499969,121,124.5299988,121.7799988,115089200,121.210495
10/12/2020,123.8700027,120.1500015,120.5,123.2399979,81312200,122.6636658
11/12/2020,122.7600021,120.5500031,122.4300003,122.4100037,86939800,121.8375549
14/12/2020,123.3499985,121.5400009,122.5999985,121.7799988,79184500,121.210495
15/12/2020,127.9000015,124.1299973,124.3399963,127.8799973,157243700,127.2819595
16/12/2020,128.3699951,126.5599976,127.4100037,127.8099976,98208600,127.2122955
17/12/2020,129.5800018,128.0399933,128.8999939,128.6999969,94359800,128.0981293
18/12/2020,129.1000061,126.1200027,128.9600067,126.6600037,192541500,126.0676804
21/12/2020,128.3099976,123.4499969,125.0199966,128.2299957,121251600,127.6303253
22/12/2020,134.4100037,129.6499939,131.6100006,131.8800049,168904800,131.2632599
23/12/2020,132.4299927,130.7799988,132.1600037,130.9600067,88223700,130.3475647
24/12/2020,133.4600067,131.1000061,131.3200073,131.9700012,54930100,131.352829
28/12/2020,137.3399963,133.5099945,133.9900055,136.6900024,124486200,136.050766
29/12/2020,138.7899933,134.3399963,138.0500031,134.8699951,121047300,134.2392731
30/12/2020,135.9900055,133.3999939,135.5800018,133.7200012,96452100,133.0946503
31/12/2020,134.7400055,131.7200012,134.0800018,132.6900024,99116600,132.0694733
